CodigoFaculdade;CodigoCurso;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome
3052;0664;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;0676;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;0707;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;0814;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
3052;1639;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;1647;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;1651;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;1653;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;1655;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;1789;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3052;1798;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3052;2855;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3052;2857;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;6293;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
3052;6346;800;Serviços;810;Serviços Pessoais;813;Desporto
3052;6349;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3052;6419;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3052;6915;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;9238;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3052;9466;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3052;9485;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3052;9850;800;Serviços;810;Serviços Pessoais;813;Desporto
3052;9853;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3052;M215;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3053;0232;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3053;0820;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;0821;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3053;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3053;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3053;1292;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;1292;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;1446;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3053;1452;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;1456;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3053;6843;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3053;8463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3053;9089;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3053;9111;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;9118;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3053;9119;500;Engenharia, Indústrias Transformadoras e Construção;480;Informática;523;Electrónica e Automação
3053;9119;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3053;9248;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3053;9481;400;Ciências, Matemática e Informática;480;Informática;489;Informática - programas não classificados noutra área de formação
3053;9489;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação
3053;M205;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3054;1134;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3054;1141;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3054;1141;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3054;1621;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3054;1706;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3054;9063;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3054;9157;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3054;9173;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
3054;9177;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3054;9205;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3054;9242;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
3054;9298;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3055;1022;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3055;1029;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3055;1133;200;Artes e Humanidades;210;Artes;214;Design
3055;1150;200;Artes e Humanidades;210;Artes;214;Design
3055;1631;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3055;6416;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3055;9725;200;Artes e Humanidades;210;Artes;214;Design
3055;9726;200;Artes e Humanidades;210;Artes;214;Design
3055;9783;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3055;9784;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3055;9816;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3055;9907;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3055;M280;200;Artes e Humanidades;210;Artes;214;Design
3055;M527;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
3061;0203;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;0229;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3061;0321;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
3061;0643;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;0647;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;1170;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3061;1178;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3061;1225;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;1225;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;1228;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3061;1315;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
3061;1315;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
3061;1325;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
3061;6799;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;6802;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;9016;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3061;9087;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3061;9099;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
3061;9296;800;Serviços;850;Protecção do Ambiente;852;Ambientes Naturais e Vida Selvagem
3061;9472;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3061;9567;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3061;9619;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;9673;600;Agricultura;620;Agricultura, Silvicultura e Pescas;621;Produção Agrícola e Animal
3061;9748;600;Agricultura;620;Agricultura, Silvicultura e Pescas;623;Silvicultura e Caça
3061;L024;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
3062;0108;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3062;0108;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;321;Jornalismo e Reportagem
3062;0182;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3062;0625;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3062;0658;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;0661;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;0664;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;0670;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;0680;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;0707;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;1019;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3062;1105;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3062;1105;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3062;1105;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;321;Jornalismo e Reportagem
3062;1110;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3062;1192;800;Serviços;810;Serviços Pessoais;813;Desporto
3062;1205;200;Artes e Humanidades;210;Artes;211;Belas-Artes
3062;1636;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;1639;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;1647;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;1653;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;1770;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
3062;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3062;2855;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3062;2857;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;2859;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;2863;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;6406;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
3062;6914;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3062;6915;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;6925;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;9054;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3062;9214;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3062;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3062;9665;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
3062;9668;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3062;9675;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3062;9717;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;347;Enquadramento na Organização/Empresa
3062;9731;800;Serviços;810;Serviços Pessoais;813;Desporto
3062;9774;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
3062;9853;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3062;9894;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3062;9898;200;Artes e Humanidades;210;Artes;211;Belas-Artes
3062;9899;200;Artes e Humanidades;140;Formação de Professores/Formadores e Ciências da Educação;212;Artes do Espectáculo
3062;9899;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
3062;M025;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
3062;M027;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
3062;M036;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
3063;0118;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;1135;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;1135;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;1515;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3063;2125;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;2140;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;6841;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;6848;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;8519;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3063;9061;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;9152;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3063;9186;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3063;9722;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;9801;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
3063;M148;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3063;M180;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;M212;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;344;Contabilidade e Fiscalidade
3063;M277;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3064;0232;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3064;0247;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;0303;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3064;0330;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3064;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3064;1355;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;1355;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;1398;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;1458;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3064;1463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3064;1463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3064;1484;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;1484;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;6365;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;6901;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3064;6902;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3064;6903;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;6976;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;9089;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3064;9104;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação
3064;9105;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;9109;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3064;9119;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3064;9123;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3064;9125;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;9455;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
3064;9474;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
3064;9770;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
3064;M243;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
3064;M673;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3065;1036;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
3065;8321;800;Serviços;860;Serviços de Segurança;862;Segurança e Higiene no Trabalho
3065;9671;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
3065;9672;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3065;M210;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3081;0181;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3081;0625;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3081;0656;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;0670;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;0676;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;0707;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;1085;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3081;1152;200;Artes e Humanidades;210;Artes;214;Design
3081;1152;200;Artes e Humanidades;210;Artes;214;Design
3081;1168;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3081;1168;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3081;1173;800;Serviços;810;Serviços Pessoais;813;Desporto
3081;1647;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;1651;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;1653;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;1655;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;1788;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
3081;2855;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3081;2857;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3081;6405;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
3081;6914;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;143;Formação de Educadores de Infância
3081;8337;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3081;9023;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
3081;9070;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
3081;9084;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3081;9284;700;Saúde e Protecção Social;760;Serviços Sociais;762;Trabalho Social e Orientação
3081;9563;800;Serviços;810;Serviços Pessoais;813;Desporto
3081;9844;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
3081;9853;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
3082;0415;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3082;0415;300;Ciências Sociais, Comércio e Direito;810;Serviços Pessoais;345;Gestão e Administração
3082;0443;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
3082;0805;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3082;0976;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3082;1509;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3082;1568;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
3082;1568;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
3082;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3082;1792;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3082;1850;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3082;1850;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3082;1951;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3082;2400;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;343;Finanças, Banca e Seguros
3082;2548;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3082;9008;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;346;Secretariado e Trabalho Administrativo
3082;9147;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
3082;9173;800;Serviços;810;Serviços Pessoais;811;Hotelaria e Restauração
3082;9205;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
3082;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3082;M353;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
3083;0207;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3083;0232;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3083;0240;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3083;0303;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3083;0339;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;581;Arquitectura e Urbanismo
3083;1228;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3083;1228;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;541;Indústrias Alimentares
3083;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3083;1245;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
3083;1335;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3083;1335;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
3083;1463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3083;1463;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
3083;2199;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
